ID,PartySubTypeID,DistinctPartyRef,PartyTypeID,PartyType
40784,4,40784,1,Individual
40785,3,40785,2,Entity
40786,3,40786,2,Entity
40787,4,40787,1,Individual
40788,3,40788,2,Entity
40789,4,40789,1,Individual
40790,3,40790,2,Entity
40791,4,40791,1,Individual
40792,3,40792,2,Entity
40793,3,40793,2,Entity
40794,3,40794,2,Entity
40795,3,40795,2,Entity
40796,3,40796,2,Entity
40797,3,40797,2,Entity
40798,3,40798,2,Entity
40799,3,40799,2,Entity
40800,4,40800,1,Individual
40801,3,40801,2,Entity
40802,3,40802,2,Entity
40803,3,40803,2,Entity
40804,3,40804,2,Entity
40805,3,40805,2,Entity
40806,4,40806,1,Individual
40807,4,40807,1,Individual
40808,3,40808,2,Entity
40809,4,40809,1,Individual
40810,3,40810,2,Entity
40811,4,40811,1,Individual
40812,3,40812,2,Entity
40813,3,40813,2,Entity
40814,3,40814,2,Entity
40815,3,40815,2,Entity
40816,3,40816,2,Entity
40817,3,40817,2,Entity
40818,3,40818,2,Entity
40820,3,40820,2,Entity
40821,3,40821,2,Entity
40822,3,40822,2,Entity
40823,3,40823,2,Entity
40824,3,40824,2,Entity
40825,3,40825,2,Entity
40826,3,40826,2,Entity
40838,4,40838,1,Individual
40839,3,40839,2,Entity
40861,3,40861,2,Entity
40862,3,40862,2,Entity
40863,3,40863,2,Entity
40864,3,40864,2,Entity
40865,3,40865,2,Entity
40866,3,40866,2,Entity
40867,3,40867,2,Entity
40868,3,40868,2,Entity
40869,3,40869,2,Entity
40870,3,40870,2,Entity
40871,3,40871,2,Entity
40872,3,40872,2,Entity
40873,4,40873,1,Individual
40876,3,40876,2,Entity
40877,3,40877,2,Entity
40878,3,40878,2,Entity
40879,3,40879,2,Entity
40880,3,40880,2,Entity
40881,3,40881,2,Entity
40882,3,40882,2,Entity
40883,3,40883,2,Entity
40884,3,40884,2,Entity
40885,1,40885,4,Transport
40886,1,40886,4,Transport
40887,1,40887,4,Transport
40888,1,40888,4,Transport
40889,1,40889,4,Transport
40890,1,40890,4,Transport
40891,1,40891,4,Transport
40892,1,40892,4,Transport
40893,1,40893,4,Transport
40894,1,40894,4,Transport
40895,1,40895,4,Transport
40896,1,40896,4,Transport
40897,1,40897,4,Transport
40898,1,40898,4,Transport
40899,1,40899,4,Transport
40900,1,40900,4,Transport
40901,1,40901,4,Transport
40902,1,40902,4,Transport
40903,3,40903,2,Entity
40904,1,40904,4,Transport
40905,1,40905,4,Transport
40906,4,40906,1,Individual
40907,3,40907,2,Entity
40909,3,40909,2,Entity
40910,4,40910,1,Individual
40911,4,40911,1,Individual
40912,3,40912,2,Entity
40913,3,40913,2,Entity
40914,3,40914,2,Entity
40915,4,40915,1,Individual
40916,4,40916,1,Individual
40917,4,40917,1,Individual
40918,3,40918,2,Entity
40919,3,40919,2,Entity
40920,3,40920,2,Entity
40921,3,40921,2,Entity
40922,3,40922,2,Entity
40923,3,40923,2,Entity
40924,3,40924,2,Entity
40925,3,40925,2,Entity
40926,4,40926,1,Individual
40927,4,40927,1,Individual
40928,3,40928,2,Entity
40929,3,40929,2,Entity
40930,3,40930,2,Entity
40931,3,40931,2,Entity
40932,3,40932,2,Entity
40933,3,40933,2,Entity
40934,3,40934,2,Entity
40935,3,40935,2,Entity
40936,3,40936,2,Entity
40937,4,40937,1,Individual
40938,3,40938,2,Entity
40939,4,40939,1,Individual
40940,4,40940,1,Individual
40941,4,40941,1,Individual
40942,3,40942,2,Entity
40943,4,40943,1,Individual
40944,3,40944,2,Entity
40945,3,40945,2,Entity
40946,3,40946,2,Entity
40947,4,40947,1,Individual
40948,4,40948,1,Individual
40949,4,40949,1,Individual
40950,3,40950,2,Entity
40951,3,40951,2,Entity
40952,3,40952,2,Entity
40953,3,40953,2,Entity
40954,3,40954,2,Entity
40955,4,40955,1,Individual
40956,3,40956,2,Entity
40957,3,40957,2,Entity
40958,3,40958,2,Entity
40959,3,40959,2,Entity
40960,3,40960,2,Entity
40961,3,40961,2,Entity
40962,3,40962,2,Entity
40963,3,40963,2,Entity
40964,3,40964,2,Entity
40965,3,40965,2,Entity
40966,3,40966,2,Entity
40967,3,40967,2,Entity
40968,3,40968,2,Entity
40969,4,40969,1,Individual
40970,3,40970,2,Entity
40971,3,40971,2,Entity
40972,3,40972,2,Entity
40973,3,40973,2,Entity
40974,3,40974,2,Entity
40976,3,40976,2,Entity
40977,3,40977,2,Entity
40978,3,40978,2,Entity
40979,3,40979,2,Entity
40980,3,40980,2,Entity
40981,3,40981,2,Entity
40982,3,40982,2,Entity
40983,3,40983,2,Entity
40984,3,40984,2,Entity
40985,3,40985,2,Entity
40986,3,40986,2,Entity
40987,4,40987,1,Individual
40988,3,40988,2,Entity
40989,3,40989,2,Entity
40990,4,40990,1,Individual
40991,4,40991,1,Individual
40992,3,40992,2,Entity
40994,4,40994,1,Individual
40995,4,40995,1,Individual
40996,4,40996,1,Individual
40997,4,40997,1,Individual
40998,4,40998,1,Individual
40999,4,40999,1,Individual
41000,4,41000,1,Individual
41001,4,41001,1,Individual
41002,3,41002,2,Entity
41003,3,41003,2,Entity
41004,3,41004,2,Entity
41005,4,41005,1,Individual
41006,4,41006,1,Individual
41007,3,41007,2,Entity
41008,3,41008,2,Entity
41009,3,41009,2,Entity
41010,4,41010,1,Individual
41011,3,41011,2,Entity
41012,4,41012,1,Individual
41013,3,41013,2,Entity
41014,3,41014,2,Entity
41015,4,41015,1,Individual
41016,4,41016,1,Individual
41017,4,41017,1,Individual
41018,4,41018,1,Individual
41019,3,41019,2,Entity
41020,3,41020,2,Entity
41021,4,41021,1,Individual
41022,4,41022,1,Individual
41023,4,41023,1,Individual
41024,3,41024,2,Entity
41025,3,41025,2,Entity
41026,4,41026,1,Individual
41027,3,41027,2,Entity
41028,4,41028,1,Individual
41029,4,41029,1,Individual
41030,3,41030,2,Entity
41031,4,41031,1,Individual
41032,4,41032,1,Individual
41033,4,41033,1,Individual
41034,4,41034,1,Individual
41035,3,41035,2,Entity
41036,4,41036,1,Individual
41037,4,41037,1,Individual
41038,4,41038,1,Individual
41039,4,41039,1,Individual
41040,4,41040,1,Individual
41041,1,41041,4,Transport
41042,4,41042,1,Individual
41043,4,41043,1,Individual
41044,4,41044,1,Individual
41045,4,41045,1,Individual
41046,3,41046,2,Entity
41047,4,41047,1,Individual
41048,4,41048,1,Individual
41049,4,41049,1,Individual
41050,4,41050,1,Individual
41051,4,41051,1,Individual
41052,4,41052,1,Individual
41053,4,41053,1,Individual
41054,3,41054,2,Entity
41055,4,41055,1,Individual
41056,3,41056,2,Entity
41057,3,41057,2,Entity
41058,3,41058,2,Entity
41059,4,41059,1,Individual
41061,4,41061,1,Individual
41062,4,41062,1,Individual
41064,4,41064,1,Individual
41065,3,41065,2,Entity
41066,3,41066,2,Entity
41067,4,41067,1,Individual
41068,3,41068,2,Entity
41069,4,41069,1,Individual
41070,4,41070,1,Individual
41071,4,41071,1,Individual
41072,4,41072,1,Individual
41073,4,41073,1,Individual
41074,3,41074,2,Entity
41075,4,41075,1,Individual
41076,4,41076,1,Individual
41077,4,41077,1,Individual
41078,3,41078,2,Entity
41079,3,41079,2,Entity
41080,4,41080,1,Individual
41081,4,41081,1,Individual
41082,3,41082,2,Entity
41083,3,41083,2,Entity
41084,4,41084,1,Individual
41085,1,41085,4,Transport
41086,1,41086,4,Transport
41087,1,41087,4,Transport
41088,1,41088,4,Transport
41089,1,41089,4,Transport
41090,1,41090,4,Transport
41091,1,41091,4,Transport
41092,1,41092,4,Transport
41093,1,41093,4,Transport
41094,1,41094,4,Transport
41095,3,41095,2,Entity
41096,3,41096,2,Entity
41097,3,41097,2,Entity
41098,3,41098,2,Entity
41099,1,41099,4,Transport
41100,1,41100,4,Transport
41102,4,41102,1,Individual
41103,4,41103,1,Individual
41104,4,41104,1,Individual
41105,4,41105,1,Individual
41106,4,41106,1,Individual
41107,4,41107,1,Individual
41108,4,41108,1,Individual
41109,4,41109,1,Individual
41110,4,41110,1,Individual
41111,3,41111,2,Entity
41112,4,41112,1,Individual
41113,3,41113,2,Entity
41114,3,41114,2,Entity
41115,3,41115,2,Entity
41116,3,41116,2,Entity
41117,3,41117,2,Entity
41118,3,41118,2,Entity
41119,3,41119,2,Entity
41120,3,41120,2,Entity
41121,3,41121,2,Entity
41122,3,41122,2,Entity
41123,3,41123,2,Entity
41125,3,41125,2,Entity
41126,3,41126,2,Entity
41127,3,41127,2,Entity
41129,3,41129,2,Entity
41130,4,41130,1,Individual
41131,1,41131,4,Transport
41132,1,41132,4,Transport
41133,1,41133,4,Transport
41134,3,41134,2,Entity
41135,1,41135,4,Transport
41136,1,41136,4,Transport
41137,3,41137,2,Entity
41138,1,41138,4,Transport
41139,1,41139,4,Transport
41140,1,41140,4,Transport
41141,1,41141,4,Transport
41142,4,41142,1,Individual
41143,4,41143,1,Individual
41156,4,41156,1,Individual
41157,3,41157,2,Entity
41159,4,41159,1,Individual
41176,4,41176,1,Individual
41177,3,41177,2,Entity
41178,3,41178,2,Entity
41179,3,41179,2,Entity
41180,3,41180,2,Entity
41181,3,41181,2,Entity
41182,4,41182,1,Individual
41183,4,41183,1,Individual
41184,4,41184,1,Individual
41185,4,41185,1,Individual
41186,4,41186,1,Individual
41187,4,41187,1,Individual
41188,4,41188,1,Individual
41189,3,41189,2,Entity
41190,3,41190,2,Entity
41196,4,41196,1,Individual
41197,3,41197,2,Entity
41198,4,41198,1,Individual
41199,4,41199,1,Individual
41200,3,41200,2,Entity
41201,4,41201,1,Individual
41202,3,41202,2,Entity
41203,4,41203,1,Individual
41216,4,41216,1,Individual
41236,4,41236,1,Individual
41237,4,41237,1,Individual
41238,4,41238,1,Individual
41257,4,41257,1,Individual
41258,4,41258,1,Individual
41277,3,41277,2,Entity
41296,3,41296,2,Entity
41297,4,41297,1,Individual
41298,4,41298,1,Individual
41299,3,41299,2,Entity
41300,4,41300,1,Individual
41301,4,41301,1,Individual
41316,3,41316,2,Entity
41317,4,41317,1,Individual
41318,3,41318,2,Entity
41319,3,41319,2,Entity
41322,3,41322,2,Entity
41336,4,41336,1,Individual
41337,4,41337,1,Individual
41356,4,41356,1,Individual
41357,4,41357,1,Individual
41376,3,41376,2,Entity
41379,3,41379,2,Entity
41380,3,41380,2,Entity
41381,3,41381,2,Entity
41382,3,41382,2,Entity
41383,3,41383,2,Entity
41384,4,41384,1,Individual
41385,4,41385,1,Individual
41416,2,41416,4,Transport
41437,4,41437,1,Individual
41439,4,41439,1,Individual
41476,3,41476,2,Entity
41477,4,41477,1,Individual
41478,3,41478,2,Entity
41479,4,41479,1,Individual
41480,4,41480,1,Individual
41481,3,41481,2,Entity
41482,4,41482,1,Individual
41483,3,41483,2,Entity
41484,4,41484,1,Individual
41485,4,41485,1,Individual
41486,3,41486,2,Entity
41487,3,41487,2,Entity
41488,4,41488,1,Individual
41489,3,41489,2,Entity
41490,4,41490,1,Individual
41491,3,41491,2,Entity
41492,4,41492,1,Individual
41493,3,41493,2,Entity
41494,4,41494,1,Individual
41495,3,41495,2,Entity
41496,3,41496,2,Entity
41497,3,41497,2,Entity
41498,3,41498,2,Entity
41499,3,41499,2,Entity
41500,3,41500,2,Entity
41501,3,41501,2,Entity
41502,3,41502,2,Entity
41503,3,41503,2,Entity
41504,3,41504,2,Entity
41505,4,41505,1,Individual
41507,4,41507,1,Individual
41508,4,41508,1,Individual
41509,3,41509,2,Entity
41510,4,41510,1,Individual
41511,4,41511,1,Individual
41512,3,41512,2,Entity
41513,3,41513,2,Entity
41514,3,41514,2,Entity
41515,3,41515,2,Entity
41516,3,41516,2,Entity
41517,3,41517,2,Entity
41536,3,41536,2,Entity
41537,3,41537,2,Entity
41556,3,41556,2,Entity
41576,4,41576,1,Individual
41616,4,41616,1,Individual
41618,3,41618,2,Entity
41636,4,41636,1,Individual
41656,4,41656,1,Individual
41657,4,41657,1,Individual
41658,3,41658,2,Entity
41659,3,41659,2,Entity
41660,3,41660,2,Entity
41661,3,41661,2,Entity
41662,3,41662,2,Entity
41663,3,41663,2,Entity
41664,3,41664,2,Entity
41665,3,41665,2,Entity
41676,4,41676,1,Individual
41677,4,41677,1,Individual
41678,4,41678,1,Individual
41696,4,41696,1,Individual
41697,4,41697,1,Individual
41698,3,41698,2,Entity
41699,3,41699,2,Entity
41700,4,41700,1,Individual
41716,4,41716,1,Individual
41717,4,41717,1,Individual
41736,4,41736,1,Individual
41756,4,41756,1,Individual
41776,4,41776,1,Individual
41796,4,41796,1,Individual
41797,4,41797,1,Individual
41798,4,41798,1,Individual
41836,3,41836,2,Entity
41856,4,41856,1,Individual
41857,4,41857,1,Individual
41858,4,41858,1,Individual
41859,4,41859,1,Individual
41860,4,41860,1,Individual
41861,3,41861,2,Entity
41876,3,41876,2,Entity
41896,3,41896,2,Entity
41897,4,41897,1,Individual
41898,4,41898,1,Individual
41899,4,41899,1,Individual
41917,3,41917,2,Entity
41918,3,41918,2,Entity
41919,3,41919,2,Entity
41920,3,41920,2,Entity
41921,3,41921,2,Entity
41922,3,41922,2,Entity
41923,4,41923,1,Individual
41936,3,41936,2,Entity
41956,3,41956,2,Entity
41957,3,41957,2,Entity
41958,3,41958,2,Entity
41959,3,41959,2,Entity
41960,3,41960,2,Entity
41962,3,41962,2,Entity
41963,3,41963,2,Entity
41964,3,41964,2,Entity
41965,3,41965,2,Entity
41966,3,41966,2,Entity
41976,3,41976,2,Entity
41977,3,41977,2,Entity
41978,3,41978,2,Entity
41979,3,41979,2,Entity
41980,3,41980,2,Entity
41981,3,41981,2,Entity
41982,3,41982,2,Entity
41983,3,41983,2,Entity
41984,3,41984,2,Entity
41985,3,41985,2,Entity
41986,3,41986,2,Entity
41987,3,41987,2,Entity
41988,3,41988,2,Entity
41989,3,41989,2,Entity
41991,3,41991,2,Entity
41993,3,41993,2,Entity
41995,3,41995,2,Entity
41996,3,41996,2,Entity
41997,3,41997,2,Entity
41998,3,41998,2,Entity
41999,3,41999,2,Entity
42000,3,42000,2,Entity
42001,3,42001,2,Entity
42002,3,42002,2,Entity
42003,3,42003,2,Entity
42004,3,42004,2,Entity
42005,3,42005,2,Entity
42006,3,42006,2,Entity
42007,3,42007,2,Entity
42008,3,42008,2,Entity
42009,3,42009,2,Entity
42010,4,42010,1,Individual
42011,3,42011,2,Entity
42016,3,42016,2,Entity
42017,4,42017,1,Individual
42018,3,42018,2,Entity
42019,3,42019,2,Entity
42020,3,42020,2,Entity
42021,3,42021,2,Entity
42022,3,42022,2,Entity
42023,3,42023,2,Entity
42024,3,42024,2,Entity
42025,3,42025,2,Entity
42026,3,42026,2,Entity
42027,4,42027,1,Individual
42028,4,42028,1,Individual
42029,4,42029,1,Individual
42030,3,42030,2,Entity
42031,3,42031,2,Entity
42032,3,42032,2,Entity
42033,3,42033,2,Entity
42034,3,42034,2,Entity
42035,3,42035,2,Entity
42036,3,42036,2,Entity
42037,3,42037,2,Entity
42038,4,42038,1,Individual
42056,3,42056,2,Entity
42057,4,42057,1,Individual
42058,4,42058,1,Individual
42059,3,42059,2,Entity
42060,3,42060,2,Entity
42061,3,42061,2,Entity
42062,3,42062,2,Entity
42063,3,42063,2,Entity
42064,3,42064,2,Entity
42065,3,42065,2,Entity
42066,4,42066,1,Individual
42067,4,42067,1,Individual
42068,3,42068,2,Entity
42069,3,42069,2,Entity
42070,3,42070,2,Entity
42071,3,42071,2,Entity
42072,3,42072,2,Entity
42073,4,42073,1,Individual
42074,4,42074,1,Individual
42075,3,42075,2,Entity
42076,3,42076,2,Entity
42077,3,42077,2,Entity
42078,3,42078,2,Entity
42079,3,42079,2,Entity
42080,3,42080,2,Entity
42081,3,42081,2,Entity
42082,3,42082,2,Entity
42083,3,42083,2,Entity
42084,3,42084,2,Entity
42085,3,42085,2,Entity
42086,3,42086,2,Entity
42087,3,42087,2,Entity
42096,3,42096,2,Entity
42097,3,42097,2,Entity
42098,3,42098,2,Entity
42136,3,42136,2,Entity
42137,1,42137,4,Transport
42138,1,42138,4,Transport
42139,3,42139,2,Entity
42140,1,42140,4,Transport
42156,3,42156,2,Entity
42157,4,42157,1,Individual
42159,4,42159,1,Individual
42160,4,42160,1,Individual
42161,4,42161,1,Individual
42162,4,42162,1,Individual
42176,4,42176,1,Individual
42177,4,42177,1,Individual
42178,3,42178,2,Entity
42179,3,42179,2,Entity
42180,1,42180,4,Transport
42181,1,42181,4,Transport
42182,1,42182,4,Transport
42183,1,42183,4,Transport
42184,3,42184,2,Entity
42185,1,42185,4,Transport
42186,3,42186,2,Entity
42187,1,42187,4,Transport
42188,4,42188,1,Individual
42189,1,42189,4,Transport
42190,1,42190,4,Transport
42191,3,42191,2,Entity
42192,1,42192,4,Transport
42193,4,42193,1,Individual
42195,1,42195,4,Transport
42196,4,42196,1,Individual
42197,4,42197,1,Individual
42198,1,42198,4,Transport
42199,1,42199,4,Transport
42200,3,42200,2,Entity
42201,3,42201,2,Entity
42202,1,42202,4,Transport
42203,3,42203,2,Entity
42204,3,42204,2,Entity
42205,4,42205,1,Individual
42206,3,42206,2,Entity
42207,3,42207,2,Entity
42208,1,42208,4,Transport
42209,3,42209,2,Entity
42210,1,42210,4,Transport
42211,3,42211,2,Entity
42212,4,42212,1,Individual
42213,3,42213,2,Entity
42214,1,42214,4,Transport
42215,3,42215,2,Entity
42216,4,42216,1,Individual
42217,3,42217,2,Entity
42236,3,42236,2,Entity
42237,4,42237,1,Individual
42238,3,42238,2,Entity
42239,3,42239,2,Entity
42256,3,42256,2,Entity
42257,3,42257,2,Entity
42258,3,42258,2,Entity
42276,3,42276,2,Entity
42278,3,42278,2,Entity
42279,3,42279,2,Entity
42280,3,42280,2,Entity
42296,3,42296,2,Entity
42297,3,42297,2,Entity
42298,4,42298,1,Individual
42300,3,42300,2,Entity
42301,3,42301,2,Entity
42302,3,42302,2,Entity
42303,4,42303,1,Individual
42304,4,42304,1,Individual
42306,4,42306,1,Individual
42307,4,42307,1,Individual
42308,3,42308,2,Entity
42309,3,42309,2,Entity
42311,3,42311,2,Entity
42312,3,42312,2,Entity
42313,3,42313,2,Entity
42314,3,42314,2,Entity
42315,3,42315,2,Entity
42316,3,42316,2,Entity
42317,3,42317,2,Entity
42318,4,42318,1,Individual
42319,3,42319,2,Entity
42320,3,42320,2,Entity
42321,3,42321,2,Entity
42322,3,42322,2,Entity
42323,3,42323,2,Entity
42325,3,42325,2,Entity
42326,3,42326,2,Entity
42327,3,42327,2,Entity
42328,3,42328,2,Entity
42331,3,42331,2,Entity
42332,4,42332,1,Individual
42333,4,42333,1,Individual
42334,3,42334,2,Entity
42335,3,42335,2,Entity
42336,4,42336,1,Individual
42337,3,42337,2,Entity
42338,3,42338,2,Entity
42339,3,42339,2,Entity
42340,3,42340,2,Entity
42341,4,42341,1,Individual
42356,3,42356,2,Entity
42396,4,42396,1,Individual
42416,3,42416,2,Entity
42436,4,42436,1,Individual
42437,3,42437,2,Entity
42439,3,42439,2,Entity
42440,3,42440,2,Entity
42441,3,42441,2,Entity
42442,3,42442,2,Entity
42456,3,42456,2,Entity
42477,4,42477,1,Individual
42478,4,42478,1,Individual
42496,4,42496,1,Individual
42497,4,42497,1,Individual
42498,4,42498,1,Individual
42536,4,42536,1,Individual
42537,4,42537,1,Individual
42538,4,42538,1,Individual
42556,4,42556,1,Individual
42576,4,42576,1,Individual
42596,4,42596,1,Individual
42597,4,42597,1,Individual
42598,4,42598,1,Individual
42599,4,42599,1,Individual
42600,3,42600,2,Entity
42616,4,42616,1,Individual
42617,4,42617,1,Individual
42618,4,42618,1,Individual
42676,3,42676,2,Entity
42677,3,42677,2,Entity
42696,4,42696,1,Individual
42716,3,42716,2,Entity
42717,3,42717,2,Entity
42718,3,42718,2,Entity
42719,3,42719,2,Entity
42720,3,42720,2,Entity
42721,4,42721,1,Individual
42722,3,42722,2,Entity
42723,3,42723,2,Entity
42724,4,42724,1,Individual
42725,3,42725,2,Entity
42726,4,42726,1,Individual
42727,3,42727,2,Entity
42728,3,42728,2,Entity
42729,3,42729,2,Entity
42730,4,42730,1,Individual
42731,4,42731,1,Individual
42732,3,42732,2,Entity
42733,3,42733,2,Entity
42734,3,42734,2,Entity
42735,4,42735,1,Individual
42736,3,42736,2,Entity
42738,4,42738,1,Individual
42739,3,42739,2,Entity
42740,3,42740,2,Entity
42741,4,42741,1,Individual
42742,4,42742,1,Individual
42743,3,42743,2,Entity
42744,3,42744,2,Entity
42745,3,42745,2,Entity
42746,3,42746,2,Entity
42747,3,42747,2,Entity
42748,3,42748,2,Entity
42756,4,42756,1,Individual
42776,3,42776,2,Entity
42796,3,42796,2,Entity
42816,4,42816,1,Individual
42856,3,42856,2,Entity
42857,3,42857,2,Entity
42858,3,42858,2,Entity
42859,3,42859,2,Entity
42860,3,42860,2,Entity
42861,3,42861,2,Entity
42862,3,42862,2,Entity
42863,3,42863,2,Entity
42864,3,42864,2,Entity
42865,3,42865,2,Entity
42866,3,42866,2,Entity
42867,3,42867,2,Entity
42868,3,42868,2,Entity
42869,3,42869,2,Entity
42870,3,42870,2,Entity
42871,3,42871,2,Entity
42872,3,42872,2,Entity
42873,4,42873,1,Individual
42874,4,42874,1,Individual
42875,3,42875,2,Entity
42876,3,42876,2,Entity
42877,3,42877,2,Entity
42896,3,42896,2,Entity
42897,4,42897,1,Individual
42898,4,42898,1,Individual
42899,3,42899,2,Entity
42900,3,42900,2,Entity
42916,4,42916,1,Individual
42937,3,42937,2,Entity
42938,3,42938,2,Entity
42939,4,42939,1,Individual
42940,4,42940,1,Individual
42941,4,42941,1,Individual
42942,3,42942,2,Entity
42943,4,42943,1,Individual
42944,4,42944,1,Individual
42956,4,42956,1,Individual
42976,4,42976,1,Individual
42977,4,42977,1,Individual
42978,3,42978,2,Entity
42979,3,42979,2,Entity
42980,3,42980,2,Entity
42981,3,42981,2,Entity
42982,4,42982,1,Individual
42983,4,42983,1,Individual
42996,4,42996,1,Individual
42997,3,42997,2,Entity
42998,3,42998,2,Entity
42999,4,42999,1,Individual
43016,4,43016,1,Individual
43036,3,43036,2,Entity
43037,3,43037,2,Entity
43038,3,43038,2,Entity
43039,3,43039,2,Entity
43040,3,43040,2,Entity
43057,4,43057,1,Individual
43058,4,43058,1,Individual
43060,4,43060,1,Individual
43061,4,43061,1,Individual
43062,4,43062,1,Individual
43064,4,43064,1,Individual
43065,4,43065,1,Individual
43067,4,43067,1,Individual
43068,3,43068,2,Entity
43069,3,43069,2,Entity
43070,3,43070,2,Entity
43071,3,43071,2,Entity
43072,3,43072,2,Entity
43073,3,43073,2,Entity
43074,3,43074,2,Entity
43076,4,43076,1,Individual
43077,4,43077,1,Individual
43078,4,43078,1,Individual
43079,4,43079,1,Individual
43080,4,43080,1,Individual
43081,4,43081,1,Individual
43082,4,43082,1,Individual
43083,3,43083,2,Entity
43084,4,43084,1,Individual
43085,4,43085,1,Individual
43086,3,43086,2,Entity
43087,4,43087,1,Individual
43088,4,43088,1,Individual
43091,3,43091,2,Entity
43092,4,43092,1,Individual
43093,3,43093,2,Entity
43094,4,43094,1,Individual
43095,4,43095,1,Individual
43096,3,43096,2,Entity
43097,3,43097,2,Entity
43098,3,43098,2,Entity
43099,3,43099,2,Entity
43100,3,43100,2,Entity
43101,3,43101,2,Entity
43102,3,43102,2,Entity
43104,3,43104,2,Entity
43105,3,43105,2,Entity
43106,3,43106,2,Entity
43107,3,43107,2,Entity
43108,3,43108,2,Entity
43109,3,43109,2,Entity
43110,4,43110,1,Individual
43111,3,43111,2,Entity
43112,3,43112,2,Entity
43113,3,43113,2,Entity
43114,3,43114,2,Entity
43115,3,43115,2,Entity
43116,3,43116,2,Entity
43117,3,43117,2,Entity
43118,3,43118,2,Entity
43119,3,43119,2,Entity
43120,3,43120,2,Entity
43121,3,43121,2,Entity
43122,3,43122,2,Entity
43123,3,43123,2,Entity
43124,3,43124,2,Entity
43125,3,43125,2,Entity
43126,3,43126,2,Entity
43127,3,43127,2,Entity
43128,3,43128,2,Entity
43129,3,43129,2,Entity
43130,3,43130,2,Entity
43131,2,43131,4,Transport
43132,3,43132,2,Entity
43133,2,43133,4,Transport
43134,3,43134,2,Entity
43135,2,43135,4,Transport
43136,2,43136,4,Transport
43137,3,43137,2,Entity
43138,3,43138,2,Entity
43139,3,43139,2,Entity
43140,2,43140,4,Transport
43141,2,43141,4,Transport
43142,2,43142,4,Transport
43143,2,43143,4,Transport
43144,3,43144,2,Entity
43145,2,43145,4,Transport
43146,2,43146,4,Transport
43147,2,43147,4,Transport
43148,2,43148,4,Transport
43149,2,43149,4,Transport
43150,2,43150,4,Transport
43151,2,43151,4,Transport
43152,2,43152,4,Transport
43153,2,43153,4,Transport
43154,2,43154,4,Transport
43155,2,43155,4,Transport
43156,2,43156,4,Transport
43157,2,43157,4,Transport
43158,2,43158,4,Transport
43159,2,43159,4,Transport
43160,2,43160,4,Transport
43161,2,43161,4,Transport
43162,2,43162,4,Transport
43163,2,43163,4,Transport
43164,2,43164,4,Transport
43165,2,43165,4,Transport
43166,2,43166,4,Transport
43167,2,43167,4,Transport
43168,2,43168,4,Transport
43169,2,43169,4,Transport
43170,2,43170,4,Transport
43171,2,43171,4,Transport
43172,2,43172,4,Transport
43173,3,43173,2,Entity
43174,2,43174,4,Transport
43175,3,43175,2,Entity
43176,2,43176,4,Transport
43177,2,43177,4,Transport
43178,2,43178,4,Transport
43179,2,43179,4,Transport
43180,2,43180,4,Transport
43181,2,43181,4,Transport
43182,2,43182,4,Transport
43183,2,43183,4,Transport
43184,2,43184,4,Transport
43185,2,43185,4,Transport
43186,2,43186,4,Transport
43187,2,43187,4,Transport
43188,2,43188,4,Transport
43189,2,43189,4,Transport
43190,2,43190,4,Transport
43191,2,43191,4,Transport
43192,2,43192,4,Transport
43193,2,43193,4,Transport
43194,2,43194,4,Transport
43195,3,43195,2,Entity
43196,3,43196,2,Entity
43197,2,43197,4,Transport
43198,4,43198,1,Individual
43199,2,43199,4,Transport
43200,2,43200,4,Transport
43202,2,43202,4,Transport
43203,2,43203,4,Transport
43204,2,43204,4,Transport
43205,2,43205,4,Transport
43206,2,43206,4,Transport
43207,2,43207,4,Transport
43208,2,43208,4,Transport
43209,2,43209,4,Transport
43210,2,43210,4,Transport
43211,2,43211,4,Transport
43212,2,43212,4,Transport
43213,2,43213,4,Transport
43214,2,43214,4,Transport
43215,2,43215,4,Transport
43216,2,43216,4,Transport
43217,2,43217,4,Transport
43218,2,43218,4,Transport
43219,2,43219,4,Transport
43220,2,43220,4,Transport
43221,3,43221,2,Entity
43222,4,43222,1,Individual
43223,3,43223,2,Entity
43225,3,43225,2,Entity
43226,4,43226,1,Individual
43228,3,43228,2,Entity
43229,4,43229,1,Individual
43232,4,43232,1,Individual
43233,3,43233,2,Entity
43234,4,43234,1,Individual
43235,4,43235,1,Individual
43236,4,43236,1,Individual
43237,3,43237,2,Entity
43238,3,43238,2,Entity
43239,4,43239,1,Individual
43240,4,43240,1,Individual
43241,4,43241,1,Individual
43242,3,43242,2,Entity
43243,4,43243,1,Individual
43244,3,43244,2,Entity
43245,3,43245,2,Entity
43246,3,43246,2,Entity
43247,3,43247,2,Entity
43248,3,43248,2,Entity
43249,3,43249,2,Entity
43250,3,43250,2,Entity
43251,4,43251,1,Individual
43252,3,43252,2,Entity
43253,3,43253,2,Entity
43256,3,43256,2,Entity
43257,3,43257,2,Entity
43258,1,43258,4,Transport
43259,1,43259,4,Transport
43260,1,43260,4,Transport
43261,1,43261,4,Transport
43262,3,43262,2,Entity
43263,3,43263,2,Entity
43264,3,43264,2,Entity
43265,3,43265,2,Entity
43266,3,43266,2,Entity
43267,3,43267,2,Entity
43268,3,43268,2,Entity
43269,3,43269,2,Entity
43270,3,43270,2,Entity
43271,3,43271,2,Entity
